"assertionTargetId"	"assertionTargetType"	"assertionType"	"assertionValue"	"assertionValueNumeric"	"assertionUnit"	"assertionMadeDate"	"assertionEffectiveDate"	"assertionByAgentName"	"assertionByAgentId"	"assertionProtocol"	"assertionProtocolId"	"assertionCitation"	"assertionRemarks"
"obj_619"	"ORGANISM"	"organismQuantity"		""									
"obj_620"	"ORGANISM"	"organismQuantity"		""									
"obj_621"	"ORGANISM"	"organismQuantity"	""	"1"									
"obj_622"	"ORGANISM"	"organismQuantity"	""	"3"									
"obj_623"	"ORGANISM"	"organismQuantity"	""	"3"									
"obj_624"	"ORGANISM"	"organismQuantity"		""									
"obj_625"	"ORGANISM"	"organismQuantity"		""									
"obj_626"	"ORGANISM"	"organismQuantity"		""									
"obj_627"	"ORGANISM"	"organismQuantity"		""									
"obj_628"	"ORGANISM"	"organismQuantity"		""									
"obj_629"	"ORGANISM"	"organismQuantity"		""									
"obj_630"	"ORGANISM"	"organismQuantity"		""									
"obj_631"	"ORGANISM"	"organismQuantity"		""									
"obj_632"	"ORGANISM"	"organismQuantity"	""	"2"									
"obj_633"	"ORGANISM"	"organismQuantity"		""									
"obj_634"	"ORGANISM"	"organismQuantity"		""									
"obj_635"	"ORGANISM"	"organismQuantity"		""									
"obj_636"	"ORGANISM"	"organismQuantity"		""									
"obj_637"	"ORGANISM"	"organismQuantity"		""									
"obj_638"	"ORGANISM"	"organismQuantity"		""									
"obj_639"	"ORGANISM"	"organismQuantity"		""									
"obj_640"	"ORGANISM"	"organismQuantity"		""									
"obj_641"	"ORGANISM"	"organismQuantity"		""									
"obj_642"	"ORGANISM"	"organismQuantity"		""									
"obj_643"	"ORGANISM"	"organismQuantity"		""									
"obj_644"	"ORGANISM"	"organismQuantity"		""									
"obj_645"	"ORGANISM"	"organismQuantity"		""									
"obj_646"	"ORGANISM"	"organismQuantity"		""									
"obj_647"	"ORGANISM"	"organismQuantity"		""									
"obj_648"	"ORGANISM"	"organismQuantity"		""									
"obj_649"	"ORGANISM"	"organismQuantity"		""									
"obj_650"	"ORGANISM"	"organismQuantity"		""									
"obj_651"	"ORGANISM"	"organismQuantity"		""									
"obj_652"	"ORGANISM"	"organismQuantity"		""									
"obj_653"	"ORGANISM"	"organismQuantity"		""									
"obj_654"	"ORGANISM"	"organismQuantity"	""	"13"									
"obj_655"	"ORGANISM"	"organismQuantity"		""									
"obj_656"	"ORGANISM"	"organismQuantity"		""									
"obj_657"	"ORGANISM"	"organismQuantity"		""									
"obj_658"	"ORGANISM"	"organismQuantity"		""									
"obj_659"	"ORGANISM"	"organismQuantity"		""									
"obj_660"	"ORGANISM"	"organismQuantity"		""									
"obj_661"	"ORGANISM"	"organismQuantity"		""									
"obj_662"	"ORGANISM"	"organismQuantity"		""									
"obj_663"	"ORGANISM"	"organismQuantity"		""									
"obj_664"	"ORGANISM"	"organismQuantity"		""									
"obj_665"	"ORGANISM"	"organismQuantity"		""									
"obj_666"	"ORGANISM"	"organismQuantity"		""									
"obj_667"	"ORGANISM"	"organismQuantity"	""	"3"									
"obj_668"	"ORGANISM"	"organismQuantity"		""									
"obj_669"	"ORGANISM"	"organismQuantity"		""									
"obj_670"	"ORGANISM"	"organismQuantity"	""	"1"									
"obj_671"	"ORGANISM"	"organismQuantity"	""	"8"									
"obj_672"	"ORGANISM"	"organismQuantity"		""									
"obj_673"	"ORGANISM"	"organismQuantity"		""									
"obj_674"	"ORGANISM"	"organismQuantity"		""									
"obj_675"	"ORGANISM"	"organismQuantity"		""									
"obj_676"	"ORGANISM"	"organismQuantity"		""									
"obj_677"	"ORGANISM"	"organismQuantity"		""									
"obj_678"	"ORGANISM"	"organismQuantity"		""									
"obj_679"	"ORGANISM"	"organismQuantity"	""	"18"									
"obj_680"	"ORGANISM"	"organismQuantity"		""									
"obj_681"	"ORGANISM"	"organismQuantity"		""									
"obj_682"	"ORGANISM"	"organismQuantity"		""									
"obj_683"	"ORGANISM"	"organismQuantity"		""									
"obj_684"	"ORGANISM"	"organismQuantity"		""									
"obj_685"	"ORGANISM"	"organismQuantity"		""									
"obj_686"	"ORGANISM"	"organismQuantity"		""									
"obj_687"	"ORGANISM"	"organismQuantity"		""									
"obj_688"	"ORGANISM"	"organismQuantity"		""									
"obj_689"	"ORGANISM"	"organismQuantity"		""									
"obj_690"	"ORGANISM"	"organismQuantity"		""									
"obj_691"	"ORGANISM"	"organismQuantity"		""									
"obj_692"	"ORGANISM"	"organismQuantity"		""									
"obj_693"	"ORGANISM"	"organismQuantity"		""									
"obj_694"	"ORGANISM"	"organismQuantity"		""									
"obj_695"	"ORGANISM"	"organismQuantity"		""									
"obj_696"	"ORGANISM"	"organismQuantity"		""									
"obj_697"	"ORGANISM"	"organismQuantity"		""									
"obj_698"	"ORGANISM"	"organismQuantity"		""									
"obj_699"	"ORGANISM"	"organismQuantity"		""									
"obj_700"	"ORGANISM"	"organismQuantity"		""									
"obj_701"	"ORGANISM"	"organismQuantity"		""									
"obj_702"	"ORGANISM"	"organismQuantity"		""									
"obj_703"	"ORGANISM"	"organismQuantity"		""									
"obj_704"	"ORGANISM"	"organismQuantity"		""									
"obj_705"	"ORGANISM"	"organismQuantity"		""									
"obj_706"	"ORGANISM"	"organismQuantity"		""									
"obj_707"	"ORGANISM"	"organismQuantity"		""									
"obj_708"	"ORGANISM"	"organismQuantity"		""									
"obj_709"	"ORGANISM"	"organismQuantity"		""									
"obj_710"	"ORGANISM"	"organismQuantity"		""									
"obj_711"	"ORGANISM"	"organismQuantity"		""									
"obj_712"	"ORGANISM"	"organismQuantity"		""									
"obj_713"	"ORGANISM"	"organismQuantity"		""									
"obj_714"	"ORGANISM"	"organismQuantity"		""									
"obj_715"	"ORGANISM"	"organismQuantity"		""									
"obj_716"	"ORGANISM"	"organismQuantity"		""									
"obj_717"	"ORGANISM"	"organismQuantity"		""									
"obj_718"	"ORGANISM"	"organismQuantity"		""									
"obj_719"	"ORGANISM"	"organismQuantity"		""									
"obj_720"	"ORGANISM"	"organismQuantity"	""	"5"									
"obj_721"	"ORGANISM"	"organismQuantity"		""									
"obj_722"	"ORGANISM"	"organismQuantity"		""									
"obj_723"	"ORGANISM"	"organismQuantity"		""									
"obj_724"	"ORGANISM"	"organismQuantity"		""									
"obj_725"	"ORGANISM"	"organismQuantity"		""									
"obj_726"	"ORGANISM"	"organismQuantity"		""									
"obj_727"	"ORGANISM"	"organismQuantity"		""									
"obj_728"	"ORGANISM"	"organismQuantity"		""									
"obj_729"	"ORGANISM"	"organismQuantity"		""									
"obj_730"	"ORGANISM"	"organismQuantity"		""									
"obj_731"	"ORGANISM"	"organismQuantity"		""									
"obj_732"	"ORGANISM"	"organismQuantity"	""	"5"									
"obj_733"	"ORGANISM"	"organismQuantity"		""									
"obj_734"	"ORGANISM"	"organismQuantity"		""									
"obj_735"	"ORGANISM"	"organismQuantity"		""									
"obj_736"	"ORGANISM"	"organismQuantity"		""									
"obj_737"	"ORGANISM"	"organismQuantity"		""									
"obj_738"	"ORGANISM"	"organismQuantity"	""	"1"									
"obj_739"	"ORGANISM"	"organismQuantity"		""									
"obj_740"	"ORGANISM"	"organismQuantity"		""									
"obj_741"	"ORGANISM"	"organismQuantity"		""									
"obj_742"	"ORGANISM"	"organismQuantity"		""									
"obj_743"	"ORGANISM"	"organismQuantity"		""									
"obj_744"	"ORGANISM"	"organismQuantity"		""									
"obj_745"	"ORGANISM"	"organismQuantity"		""									
"obj_746"	"ORGANISM"	"organismQuantity"		""									
"obj_747"	"ORGANISM"	"organismQuantity"		""									
"obj_748"	"ORGANISM"	"organismQuantity"		""									
"obj_749"	"ORGANISM"	"organismQuantity"		""									
"obj_750"	"ORGANISM"	"organismQuantity"		""									
"obj_751"	"ORGANISM"	"organismQuantity"		""									
"obj_752"	"ORGANISM"	"organismQuantity"		""									
"obj_753"	"ORGANISM"	"organismQuantity"		""									
"obj_754"	"ORGANISM"	"organismQuantity"		""									
"obj_755"	"ORGANISM"	"organismQuantity"		""									
"obj_756"	"ORGANISM"	"organismQuantity"		""									
"obj_757"	"ORGANISM"	"organismQuantity"		""									
"obj_758"	"ORGANISM"	"organismQuantity"		""									
"obj_759"	"ORGANISM"	"organismQuantity"		""									
"obj_760"	"ORGANISM"	"organismQuantity"		""									
"obj_761"	"ORGANISM"	"organismQuantity"		""									
"obj_762"	"ORGANISM"	"organismQuantity"		""									
"obj_763"	"ORGANISM"	"organismQuantity"		""									
"obj_764"	"ORGANISM"	"organismQuantity"		""									
"obj_765"	"ORGANISM"	"organismQuantity"		""									
"obj_766"	"ORGANISM"	"organismQuantity"		""									
"obj_767"	"ORGANISM"	"organismQuantity"		""									
"obj_768"	"ORGANISM"	"organismQuantity"		""									
"obj_769"	"ORGANISM"	"organismQuantity"		""									
"obj_770"	"ORGANISM"	"organismQuantity"		""									
"obj_771"	"ORGANISM"	"organismQuantity"		""									
"obj_772"	"ORGANISM"	"organismQuantity"		""									
"obj_773"	"ORGANISM"	"organismQuantity"		""									
"obj_774"	"ORGANISM"	"organismQuantity"		""									
"obj_775"	"ORGANISM"	"organismQuantity"		""									
"obj_776"	"ORGANISM"	"organismQuantity"		""									
"obj_777"	"ORGANISM"	"organismQuantity"		""									
"obj_778"	"ORGANISM"	"organismQuantity"		""									
"obj_779"	"ORGANISM"	"organismQuantity"		""									
"obj_780"	"ORGANISM"	"organismQuantity"		""									
"obj_781"	"ORGANISM"	"organismQuantity"		""									
"obj_782"	"ORGANISM"	"organismQuantity"		""									
"obj_783"	"ORGANISM"	"organismQuantity"		""									
"obj_784"	"ORGANISM"	"organismQuantity"		""									
"obj_785"	"ORGANISM"	"organismQuantity"		""									
"obj_786"	"ORGANISM"	"organismQuantity"		""									
"obj_787"	"ORGANISM"	"organismQuantity"		""									
"obj_788"	"ORGANISM"	"organismQuantity"		""									
"obj_789"	"ORGANISM"	"organismQuantity"		""									
"obj_790"	"ORGANISM"	"organismQuantity"		""									
"obj_791"	"ORGANISM"	"organismQuantity"		""									
"obj_792"	"ORGANISM"	"organismQuantity"		""									
"obj_793"	"ORGANISM"	"organismQuantity"		""									
"obj_794"	"ORGANISM"	"organismQuantity"		""									
"obj_795"	"ORGANISM"	"organismQuantity"		""									
"obj_796"	"ORGANISM"	"organismQuantity"		""									
"obj_797"	"ORGANISM"	"organismQuantity"		""									
"obj_798"	"ORGANISM"	"organismQuantity"		""									
"obj_799"	"ORGANISM"	"organismQuantity"	""	"1"									
"obj_800"	"ORGANISM"	"organismQuantity"		""									
"obj_801"	"ORGANISM"	"organismQuantity"		""									
"obj_802"	"ORGANISM"	"organismQuantity"		""									
"obj_803"	"ORGANISM"	"organismQuantity"		""									
"obj_804"	"ORGANISM"	"organismQuantity"		""									
"obj_805"	"ORGANISM"	"organismQuantity"		""									
"obj_806"	"ORGANISM"	"organismQuantity"		""									
"obj_807"	"ORGANISM"	"organismQuantity"		""									
"obj_808"	"ORGANISM"	"organismQuantity"		""									
"obj_809"	"ORGANISM"	"organismQuantity"		""									
"obj_810"	"ORGANISM"	"organismQuantity"		""									
"obj_811"	"ORGANISM"	"organismQuantity"		""									
"obj_812"	"ORGANISM"	"organismQuantity"		""									
"obj_813"	"ORGANISM"	"organismQuantity"		""									
"obj_814"	"ORGANISM"	"organismQuantity"		""									
"obj_815"	"ORGANISM"	"organismQuantity"		""									
"obj_816"	"ORGANISM"	"organismQuantity"		""									
"obj_817"	"ORGANISM"	"organismQuantity"		""									
"obj_818"	"ORGANISM"	"organismQuantity"		""									
"obj_819"	"ORGANISM"	"organismQuantity"		""									
"obj_820"	"ORGANISM"	"organismQuantity"		""									
"obj_821"	"ORGANISM"	"organismQuantity"		""									
"obj_822"	"ORGANISM"	"organismQuantity"		""									
"obj_823"	"ORGANISM"	"organismQuantity"		""									
"obj_824"	"ORGANISM"	"organismQuantity"		""									
"obj_825"	"ORGANISM"	"organismQuantity"		""									
"obj_826"	"ORGANISM"	"organismQuantity"		""									
"obj_827"	"ORGANISM"	"organismQuantity"		""									
"obj_828"	"ORGANISM"	"organismQuantity"		""									
"obj_829"	"ORGANISM"	"organismQuantity"		""									
"obj_830"	"ORGANISM"	"organismQuantity"		""									
"obj_831"	"ORGANISM"	"organismQuantity"		""									
"obj_832"	"ORGANISM"	"organismQuantity"		""									
"obj_833"	"ORGANISM"	"organismQuantity"		""									
"obj_834"	"ORGANISM"	"organismQuantity"	""	"2"									
"obj_835"	"ORGANISM"	"organismQuantity"		""									
"obj_836"	"ORGANISM"	"organismQuantity"	""	"2"									
"obj_837"	"ORGANISM"	"organismQuantity"		""									
"obj_838"	"ORGANISM"	"organismQuantity"		""									
"obj_839"	"ORGANISM"	"organismQuantity"		""									
"obj_840"	"ORGANISM"	"organismQuantity"		""									
"obj_841"	"ORGANISM"	"organismQuantity"		""									
"obj_842"	"ORGANISM"	"organismQuantity"		""									
"obj_843"	"ORGANISM"	"organismQuantity"		""									
"obj_844"	"ORGANISM"	"organismQuantity"		""									
"obj_845"	"ORGANISM"	"organismQuantity"		""									
"obj_846"	"ORGANISM"	"organismQuantity"		""									
"obj_847"	"ORGANISM"	"organismQuantity"		""									
"obj_848"	"ORGANISM"	"organismQuantity"		""									
"obj_849"	"ORGANISM"	"organismQuantity"		""									
"obj_850"	"ORGANISM"	"organismQuantity"		""									
"obj_851"	"ORGANISM"	"organismQuantity"		""									
"obj_852"	"ORGANISM"	"organismQuantity"		""									
"obj_853"	"ORGANISM"	"organismQuantity"		""									
"obj_854"	"ORGANISM"	"organismQuantity"		""									
"obj_855"	"ORGANISM"	"organismQuantity"		""									
"obj_856"	"ORGANISM"	"organismQuantity"		""									
"obj_857"	"ORGANISM"	"organismQuantity"		""									
"obj_858"	"ORGANISM"	"organismQuantity"		""									
"obj_859"	"ORGANISM"	"organismQuantity"		""									
"obj_860"	"ORGANISM"	"organismQuantity"		""									
"obj_861"	"ORGANISM"	"organismQuantity"		""									
"obj_862"	"ORGANISM"	"organismQuantity"		""									
"obj_863"	"ORGANISM"	"organismQuantity"		""									
"obj_864"	"ORGANISM"	"organismQuantity"		""									
"obj_865"	"ORGANISM"	"organismQuantity"		""									
"obj_866"	"ORGANISM"	"organismQuantity"		""									
"obj_867"	"ORGANISM"	"organismQuantity"		""									
"obj_868"	"ORGANISM"	"organismQuantity"		""									
"obj_869"	"ORGANISM"	"organismQuantity"		""									
"obj_870"	"ORGANISM"	"organismQuantity"		""									
"obj_871"	"ORGANISM"	"organismQuantity"		""									
"obj_872"	"ORGANISM"	"organismQuantity"		""									
"obj_873"	"ORGANISM"	"organismQuantity"		""									
"obj_874"	"ORGANISM"	"organismQuantity"		""									
"obj_875"	"ORGANISM"	"organismQuantity"		""									
"obj_876"	"ORGANISM"	"organismQuantity"		""									
"obj_877"	"ORGANISM"	"organismQuantity"		""									
"obj_878"	"ORGANISM"	"organismQuantity"		""									
"obj_879"	"ORGANISM"	"organismQuantity"		""									
"obj_880"	"ORGANISM"	"organismQuantity"		""									
"obj_881"	"ORGANISM"	"organismQuantity"		""									
"obj_882"	"ORGANISM"	"organismQuantity"		""									
"obj_883"	"ORGANISM"	"organismQuantity"		""									
"obj_884"	"ORGANISM"	"organismQuantity"		""									
"obj_885"	"ORGANISM"	"organismQuantity"		""									
"obj_886"	"ORGANISM"	"organismQuantity"		""									
"obj_887"	"ORGANISM"	"organismQuantity"		""									
"obj_888"	"ORGANISM"	"organismQuantity"		""									
"obj_889"	"ORGANISM"	"organismQuantity"		""									
"obj_890"	"ORGANISM"	"organismQuantity"		""									
"obj_891"	"ORGANISM"	"organismQuantity"		""									
"obj_892"	"ORGANISM"	"organismQuantity"		""									
"obj_893"	"ORGANISM"	"organismQuantity"		""									
"obj_894"	"ORGANISM"	"organismQuantity"	""	"22"									
"obj_895"	"ORGANISM"	"organismQuantity"		""									
"obj_896"	"ORGANISM"	"organismQuantity"		""									
"obj_897"	"ORGANISM"	"organismQuantity"		""									
"obj_898"	"ORGANISM"	"organismQuantity"		""									
"obj_899"	"ORGANISM"	"organismQuantity"		""									
"obj_900"	"ORGANISM"	"organismQuantity"		""									
"obj_901"	"ORGANISM"	"organismQuantity"		""									
"obj_902"	"ORGANISM"	"organismQuantity"		""									
"obj_903"	"ORGANISM"	"organismQuantity"		""									
"obj_904"	"ORGANISM"	"organismQuantity"		""									
"obj_905"	"ORGANISM"	"organismQuantity"		""									
"obj_906"	"ORGANISM"	"organismQuantity"		""									
"obj_907"	"ORGANISM"	"organismQuantity"		""									
"obj_908"	"ORGANISM"	"organismQuantity"		""									
"obj_909"	"ORGANISM"	"organismQuantity"		""									
"obj_910"	"ORGANISM"	"organismQuantity"		""									
"obj_911"	"ORGANISM"	"organismQuantity"		""									
"obj_912"	"ORGANISM"	"organismQuantity"		""									
"obj_913"	"ORGANISM"	"organismQuantity"		""									
"obj_914"	"ORGANISM"	"organismQuantity"		""									
"obj_915"	"ORGANISM"	"organismQuantity"		""									
"obj_916"	"ORGANISM"	"organismQuantity"	""	"5"									
"obj_917"	"ORGANISM"	"organismQuantity"		""									
"obj_918"	"ORGANISM"	"organismQuantity"		""									
"obj_919"	"ORGANISM"	"organismQuantity"		""									
"obj_920"	"ORGANISM"	"organismQuantity"		""									
"obj_921"	"ORGANISM"	"organismQuantity"	""	"5"									
"obj_922"	"ORGANISM"	"organismQuantity"		""									
"obj_923"	"ORGANISM"	"organismQuantity"		""									
"obj_924"	"ORGANISM"	"organismQuantity"		""									
"obj_925"	"ORGANISM"	"organismQuantity"		""									
"obj_926"	"ORGANISM"	"organismQuantity"		""									
"obj_927"	"ORGANISM"	"organismQuantity"		""									
"obj_928"	"ORGANISM"	"organismQuantity"		""									
"obj_929"	"ORGANISM"	"organismQuantity"		""									
"obj_930"	"ORGANISM"	"organismQuantity"		""									
"obj_931"	"ORGANISM"	"organismQuantity"	""	"16"									
"obj_932"	"ORGANISM"	"organismQuantity"		""									
"obj_933"	"ORGANISM"	"organismQuantity"		""									
"obj_934"	"ORGANISM"	"organismQuantity"		""									
"obj_935"	"ORGANISM"	"organismQuantity"		""									
"obj_936"	"ORGANISM"	"organismQuantity"		""									
"obj_937"	"ORGANISM"	"organismQuantity"		""									
"obj_938"	"ORGANISM"	"organismQuantity"		""									
"obj_939"	"ORGANISM"	"organismQuantity"		""									
"obj_940"	"ORGANISM"	"organismQuantity"		""									
"obj_941"	"ORGANISM"	"organismQuantity"		""									
"obj_942"	"ORGANISM"	"organismQuantity"		""									
"obj_943"	"ORGANISM"	"organismQuantity"		""									
"obj_944"	"ORGANISM"	"organismQuantity"		""									
"obj_945"	"ORGANISM"	"organismQuantity"		""									
"obj_946"	"ORGANISM"	"organismQuantity"		""									
"obj_947"	"ORGANISM"	"organismQuantity"	""	"3"									
"obj_948"	"ORGANISM"	"organismQuantity"		""									
"obj_949"	"ORGANISM"	"organismQuantity"		""									
"obj_950"	"ORGANISM"	"organismQuantity"		""									
"obj_951"	"ORGANISM"	"organismQuantity"		""									
"obj_952"	"ORGANISM"	"organismQuantity"		""									
"obj_953"	"ORGANISM"	"organismQuantity"		""									
"obj_954"	"ORGANISM"	"organismQuantity"		""									
"obj_955"	"ORGANISM"	"organismQuantity"		""									
"obj_956"	"ORGANISM"	"organismQuantity"		""									
"obj_957"	"ORGANISM"	"organismQuantity"		""									
"obj_958"	"ORGANISM"	"organismQuantity"		""									
"obj_959"	"ORGANISM"	"organismQuantity"		""									
"obj_960"	"ORGANISM"	"organismQuantity"		""									
"obj_961"	"ORGANISM"	"organismQuantity"		""									
"obj_962"	"ORGANISM"	"organismQuantity"		""									
"obj_963"	"ORGANISM"	"organismQuantity"		""									
"obj_964"	"ORGANISM"	"organismQuantity"		""									
"obj_965"	"ORGANISM"	"organismQuantity"		""									
"obj_966"	"ORGANISM"	"organismQuantity"		""									
"obj_967"	"ORGANISM"	"organismQuantity"		""									
"obj_968"	"ORGANISM"	"organismQuantity"		""									
"obj_969"	"ORGANISM"	"organismQuantity"		""									
"obj_970"	"ORGANISM"	"organismQuantity"		""									
"obj_971"	"ORGANISM"	"organismQuantity"		""									
"obj_972"	"ORGANISM"	"organismQuantity"		""									
"obj_973"	"ORGANISM"	"organismQuantity"		""									
"obj_974"	"ORGANISM"	"organismQuantity"		""									
"obj_975"	"ORGANISM"	"organismQuantity"		""									
"obj_976"	"ORGANISM"	"organismQuantity"		""									
"obj_977"	"ORGANISM"	"organismQuantity"		""									
"obj_978"	"ORGANISM"	"organismQuantity"		""									
"obj_979"	"ORGANISM"	"organismQuantity"		""									
"obj_980"	"ORGANISM"	"organismQuantity"		""									
"obj_981"	"ORGANISM"	"organismQuantity"		""									
"obj_982"	"ORGANISM"	"organismQuantity"	""	"1"									
"obj_983"	"ORGANISM"	"organismQuantity"	""	"9"									
"obj_984"	"ORGANISM"	"organismQuantity"		""									
"obj_985"	"ORGANISM"	"organismQuantity"		""									
"obj_986"	"ORGANISM"	"organismQuantity"		""									
"obj_987"	"ORGANISM"	"organismQuantity"		""									
"obj_988"	"ORGANISM"	"organismQuantity"		""									
"obj_989"	"ORGANISM"	"organismQuantity"		""									
"obj_990"	"ORGANISM"	"organismQuantity"		""									
"obj_991"	"ORGANISM"	"organismQuantity"		""									
"obj_992"	"ORGANISM"	"organismQuantity"		""									
"obj_993"	"ORGANISM"	"organismQuantity"	""	"9"									
"obj_994"	"ORGANISM"	"organismQuantity"		""									
"obj_995"	"ORGANISM"	"organismQuantity"		""									
"obj_996"	"ORGANISM"	"organismQuantity"		""									
"obj_997"	"ORGANISM"	"organismQuantity"		""									
"obj_998"	"ORGANISM"	"organismQuantity"		""									
"obj_999"	"ORGANISM"	"organismQuantity"		""									
"obj_1000"	"ORGANISM"	"organismQuantity"		""									
"obj_1001"	"ORGANISM"	"organismQuantity"		""									
"obj_1002"	"ORGANISM"	"organismQuantity"	""	"1"									
"obj_1003"	"ORGANISM"	"organismQuantity"		""									
"obj_1004"	"ORGANISM"	"organismQuantity"		""									
"obj_1005"	"ORGANISM"	"organismQuantity"		""									
"obj_1006"	"ORGANISM"	"organismQuantity"		""									
"obj_1007"	"ORGANISM"	"organismQuantity"		""									
"obj_1008"	"ORGANISM"	"organismQuantity"		""									
"obj_1009"	"ORGANISM"	"organismQuantity"		""									
"obj_1010"	"ORGANISM"	"organismQuantity"		""									
"obj_1011"	"ORGANISM"	"organismQuantity"		""									
"obj_1012"	"ORGANISM"	"organismQuantity"		""									
"obj_1013"	"ORGANISM"	"organismQuantity"		""									
"obj_1014"	"ORGANISM"	"organismQuantity"	""	"130"									
"obj_1015"	"ORGANISM"	"organismQuantity"		""									
"obj_1016"	"ORGANISM"	"organismQuantity"		""									
"obj_1017"	"ORGANISM"	"organismQuantity"		""									
"obj_1018"	"ORGANISM"	"organismQuantity"		""									
"obj_1019"	"ORGANISM"	"organismQuantity"		""									
"obj_1020"	"ORGANISM"	"organismQuantity"		""									
"obj_1021"	"ORGANISM"	"organismQuantity"		""									
"obj_1022"	"ORGANISM"	"organismQuantity"		""									
"obj_1023"	"ORGANISM"	"organismQuantity"		""									
"obj_1024"	"ORGANISM"	"organismQuantity"		""									
"obj_1025"	"ORGANISM"	"organismQuantity"		""									
"obj_1026"	"ORGANISM"	"organismQuantity"		""									
"obj_1027"	"ORGANISM"	"organismQuantity"		""									
"obj_1028"	"ORGANISM"	"organismQuantity"		""									
"obj_1029"	"ORGANISM"	"organismQuantity"		""									
"obj_1030"	"ORGANISM"	"organismQuantity"		""									
"obj_1031"	"ORGANISM"	"organismQuantity"		""									
"obj_1032"	"ORGANISM"	"organismQuantity"		""									
"obj_1033"	"ORGANISM"	"organismQuantity"		""									
"obj_1034"	"ORGANISM"	"organismQuantity"		""									
"obj_1035"	"ORGANISM"	"organismQuantity"		""									
"obj_1036"	"ORGANISM"	"organismQuantity"		""									
"obj_1037"	"ORGANISM"	"organismQuantity"		""									
"obj_1038"	"ORGANISM"	"organismQuantity"		""									
"obj_1039"	"ORGANISM"	"organismQuantity"		""									
"obj_1040"	"ORGANISM"	"organismQuantity"		""									
"obj_1041"	"ORGANISM"	"organismQuantity"		""									
"obj_1042"	"ORGANISM"	"organismQuantity"		""									
"obj_1043"	"ORGANISM"	"organismQuantity"		""									
"obj_1044"	"ORGANISM"	"organismQuantity"		""									
"obj_1045"	"ORGANISM"	"organismQuantity"		""									
"obj_1046"	"ORGANISM"	"organismQuantity"		""									
"obj_1047"	"ORGANISM"	"organismQuantity"		""									
"obj_1048"	"ORGANISM"	"organismQuantity"		""									
"obj_1049"	"ORGANISM"	"organismQuantity"		""									
"obj_1050"	"ORGANISM"	"organismQuantity"		""									
"obj_1051"	"ORGANISM"	"organismQuantity"		""									
"obj_1052"	"ORGANISM"	"organismQuantity"		""									
"obj_1053"	"ORGANISM"	"organismQuantity"		""									
"obj_1054"	"ORGANISM"	"organismQuantity"		""									
"obj_1055"	"ORGANISM"	"organismQuantity"		""									
"obj_1056"	"ORGANISM"	"organismQuantity"		""									
"obj_1057"	"ORGANISM"	"organismQuantity"		""									
"obj_1058"	"ORGANISM"	"organismQuantity"		""									
"obj_1059"	"ORGANISM"	"organismQuantity"		""									
"obj_1060"	"ORGANISM"	"organismQuantity"		""									
"obj_1061"	"ORGANISM"	"organismQuantity"		""									
"obj_1062"	"ORGANISM"	"organismQuantity"		""									
"obj_1063"	"ORGANISM"	"organismQuantity"		""									
"obj_1064"	"ORGANISM"	"organismQuantity"		""									
"obj_1065"	"ORGANISM"	"organismQuantity"		""									
"obj_1066"	"ORGANISM"	"organismQuantity"		""									
"obj_1067"	"ORGANISM"	"organismQuantity"		""									
"obj_1068"	"ORGANISM"	"organismQuantity"		""									
"obj_1069"	"ORGANISM"	"organismQuantity"		""									
"obj_1070"	"ORGANISM"	"organismQuantity"		""									
"obj_1071"	"ORGANISM"	"organismQuantity"		""									
"obj_1072"	"ORGANISM"	"organismQuantity"		""									
"obj_1073"	"ORGANISM"	"organismQuantity"		""									
"obj_1074"	"ORGANISM"	"organismQuantity"		""									
"obj_1075"	"ORGANISM"	"organismQuantity"		""									
"obj_1076"	"ORGANISM"	"organismQuantity"		""									
"obj_1077"	"ORGANISM"	"organismQuantity"		""									
"obj_1078"	"ORGANISM"	"organismQuantity"		""									
"obj_1079"	"ORGANISM"	"organismQuantity"		""									
"obj_1080"	"ORGANISM"	"organismQuantity"		""									
"obj_1081"	"ORGANISM"	"organismQuantity"		""									
"obj_1082"	"ORGANISM"	"organismQuantity"		""									
"obj_1083"	"ORGANISM"	"organismQuantity"		""									
"obj_1084"	"ORGANISM"	"organismQuantity"		""									
"obj_1085"	"ORGANISM"	"organismQuantity"		""									
"obj_1086"	"ORGANISM"	"organismQuantity"		""									
"obj_1087"	"ORGANISM"	"organismQuantity"		""									
"obj_1088"	"ORGANISM"	"organismQuantity"		""									
"obj_1089"	"ORGANISM"	"organismQuantity"		""									
"obj_1090"	"ORGANISM"	"organismQuantity"		""									
"obj_1091"	"ORGANISM"	"organismQuantity"		""									
"obj_1092"	"ORGANISM"	"organismQuantity"		""									
"obj_1093"	"ORGANISM"	"organismQuantity"		""									
"obj_1094"	"ORGANISM"	"organismQuantity"		""									
"obj_1095"	"ORGANISM"	"organismQuantity"		""									
"obj_1096"	"ORGANISM"	"organismQuantity"		""									
"obj_1097"	"ORGANISM"	"organismQuantity"		""									
"obj_1098"	"ORGANISM"	"organismQuantity"		""									
"obj_1099"	"ORGANISM"	"organismQuantity"		""									
"obj_1100"	"ORGANISM"	"organismQuantity"		""									
"obj_1101"	"ORGANISM"	"organismQuantity"		""									
"obj_1102"	"ORGANISM"	"organismQuantity"		""									
"obj_1103"	"ORGANISM"	"organismQuantity"		""									
"obj_1104"	"ORGANISM"	"organismQuantity"		""									
"obj_1105"	"ORGANISM"	"organismQuantity"		""									
